entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-03336,0.8649,"['approval_rate', 'Tuition fees up to date', 'grade_delta']","High risk due to low course approval rate, tuition payment status, and dropping grades between semesters. Immediate intervention recommended.",High,True
STU-03337,0.8986,"['Tuition fees up to date', 'approval_rate', 'Previous qualification (grade)']","High risk due to tuition payment status, low course approval rate, and (mitigating) prior qualification grade. Immediate intervention recommended.",High,True
STU-03338,0.812,"['approval_rate', ""Mother's occupation"", 'Age at enrollment']","High risk due to low course approval rate, mother's occupation, and age at enrollment. Immediate intervention recommended.",High,True
STU-03339,0.7397,"['approval_rate', 'Course', 'Tuition fees up to date']","High risk due to low course approval rate, chosen course of study, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-03340,0.8992,"['approval_rate', 'Tuition fees up to date', 'Course']","High risk due to low course approval rate, tuition payment status, and chosen course of study. Immediate intervention recommended.",High,True
STU-03341,0.8881,"['Tuition fees up to date', 'Debtor', 'Age at enrollment']","High risk due to tuition payment status, outstanding debt, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-03342,0.0664,"['approval_rate', 'Course', 'total_no_eval']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and skipping evaluations. No immediate action required.",Low,True
STU-03343,0.2478,"['approval_rate', 'perf_delta', ""Mother's occupation""]","Low risk. Key factors: low course approval rate, (mitigating) declining academic performance, and (mitigating) mother's occupation. No immediate action required.",Low,True
STU-03344,0.8743,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03345,0.8751,"['approval_rate', 'Course', 'Unemployment rate']","High risk due to low course approval rate, chosen course of study, and (mitigating) unemployment rate environment. Immediate intervention recommended.",High,True
STU-03346,0.8976,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","High risk due to low course approval rate, age at enrollment, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-03347,0.894,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","High risk due to low course approval rate, 2nd semester evaluation attempts, and age at enrollment. Immediate intervention recommended.",High,True
STU-03348,0.0746,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-03349,0.898,"['approval_rate', 'grade_delta', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, dropping grades between semesters, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03350,0.0808,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03351,0.8855,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","High risk due to low course approval rate, age at enrollment, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-03352,0.8822,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","High risk due to low course approval rate, age at enrollment, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-03353,0.1195,"['approval_rate', 'Course', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-03354,0.0619,"['approval_rate', 'Scholarship holder', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03355,0.9007,"['Tuition fees up to date', 'approval_rate', 'total_no_eval']","High risk due to tuition payment status, low course approval rate, and skipping evaluations. Immediate intervention recommended.",High,True
STU-03356,0.1084,"['approval_rate', 'Curricular units 2nd sem (approved)', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) low 2nd semester approvals, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03357,0.8669,"['approval_rate', 'Course', 'Unemployment rate']","High risk due to low course approval rate, (mitigating) chosen course of study, and unemployment rate environment. Immediate intervention recommended.",High,True
STU-03358,0.8999,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to low course approval rate, 2nd semester evaluation attempts, and chosen course of study. Immediate intervention recommended.",High,True
STU-03359,0.0659,"['approval_rate', 'Unemployment rate', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and admission grade level. No immediate action required.",Low,True
STU-03360,0.8952,"['Tuition fees up to date', 'approval_rate', 'Course']","High risk due to tuition payment status, low course approval rate, and chosen course of study. Immediate intervention recommended.",High,True
STU-03361,0.0743,"['approval_rate', 'Course', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03362,0.0691,"['approval_rate', 'Admission grade', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and economic GDP conditions. No immediate action required.",Low,True
STU-03363,0.8999,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03364,0.8788,"[""Mother's occupation"", 'Course', ""Mother's qualification""]","High risk due to mother's occupation, chosen course of study, and mother's education level. Immediate intervention recommended.",High,True
STU-03365,0.8982,"['Tuition fees up to date', 'approval_rate', ""Mother's qualification""]","High risk due to tuition payment status, low course approval rate, and mother's education level. Immediate intervention recommended.",High,True
STU-03366,0.2345,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","Low risk. Key factors: low course approval rate, age at enrollment, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03367,0.0617,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03368,0.0656,"['approval_rate', 'Application order', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, application preference order, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03369,0.4915,"['approval_rate', 'Debtor', 'Unemployment rate']","Moderate risk influenced by low course approval rate, outstanding debt, and (mitigating) unemployment rate environment. Review within 30 days advised.",Medium,True
STU-03370,0.8984,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","High risk due to low course approval rate, 2nd semester evaluation attempts, and age at enrollment. Immediate intervention recommended.",High,True
STU-03371,0.1353,"['approval_rate', 'total_no_eval', 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: low course approval rate, (mitigating) skipping evaluations, and (mitigating) 2nd semester evaluation attempts. No immediate action required.",Low,True
STU-03372,0.0779,"['approval_rate', 'Admission grade', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and unemployment rate environment. No immediate action required.",Low,True
STU-03373,0.0615,"['approval_rate', 'Displaced', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03374,0.061,"['approval_rate', 'Admission grade', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) prior qualification grade. No immediate action required.",Low,True
STU-03375,0.0608,"['approval_rate', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-03376,0.0613,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03377,0.0613,"['approval_rate', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and chosen course of study. No immediate action required.",Low,True
STU-03378,0.0756,"['Tuition fees up to date', 'Age at enrollment', 'Displaced']","Low risk. Key factors: (mitigating) tuition payment status, (mitigating) age at enrollment, and (mitigating) displacement status. No immediate action required.",Low,True
STU-03379,0.0641,"['approval_rate', 'Unemployment rate', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03380,0.875,"['approval_rate', 'grade_delta', 'Age at enrollment']","High risk due to low course approval rate, dropping grades between semesters, and age at enrollment. Immediate intervention recommended.",High,True
STU-03381,0.8671,"[""Mother's occupation"", 'approval_rate', 'Curricular units 1st sem (credited)']","High risk due to mother's occupation, (mitigating) low course approval rate, and 1st semester credits. Immediate intervention recommended.",High,True
STU-03382,0.0684,"['approval_rate', 'Curricular units 2nd sem (grade)', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and economic GDP conditions. No immediate action required.",Low,True
STU-03383,0.8933,"['approval_rate', 'Age at enrollment', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, age at enrollment, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03384,0.1616,"['approval_rate', 'Curricular units 2nd sem (approved)', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) low 2nd semester approvals, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03385,0.0642,"['approval_rate', 'Unemployment rate', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, unemployment rate environment, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03386,0.0716,"['approval_rate', 'Curricular units 2nd sem (grade)', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and economic GDP conditions. No immediate action required.",Low,True
STU-03387,0.0617,"['approval_rate', 'Course', 'grade_delta']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) dropping grades between semesters. No immediate action required.",Low,True
STU-03388,0.063,"['approval_rate', 'Course', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03389,0.0644,"['approval_rate', 'perf_delta', 'Scholarship holder']","Low risk. Key factors: low course approval rate, (mitigating) declining academic performance, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03390,0.0829,"['approval_rate', 'Course', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) displacement status. No immediate action required.",Low,True
STU-03391,0.0617,"['approval_rate', 'Tuition fees up to date', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) tuition payment status, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03392,0.0625,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03393,0.0628,"['approval_rate', 'Admission grade', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and father's occupation. No immediate action required.",Low,True
STU-03394,0.0788,"['Tuition fees up to date', 'Curricular units 2nd sem (grade)', 'Age at enrollment']","Low risk. Key factors: (mitigating) tuition payment status, (mitigating) 2nd semester grades, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03395,0.0678,"['approval_rate', 'Course', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03396,0.077,"['approval_rate', 'Curricular units 2nd sem (approved)', 'perf_delta']","Low risk. Key factors: low course approval rate, (mitigating) low 2nd semester approvals, and (mitigating) declining academic performance. No immediate action required.",Low,True
STU-03397,0.0615,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and admission grade level. No immediate action required.",Low,True
STU-03398,0.0619,"['approval_rate', 'Unemployment rate', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03399,0.0619,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03400,0.0625,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-03401,0.0901,"['approval_rate', 'Age at enrollment', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and unemployment rate environment. No immediate action required.",Low,True
STU-03402,0.0663,"['approval_rate', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-03403,0.0918,"['approval_rate', 'Application order', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, application preference order, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03404,0.0998,"['approval_rate', 'Course', 'perf_delta']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and declining academic performance. No immediate action required.",Low,True
STU-03405,0.0892,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. No immediate action required.",Low,True
STU-03406,0.1661,"['approval_rate', 'Course', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03407,0.0626,"['approval_rate', 'Curricular units 1st sem (grade)', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 1st semester grades, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03408,0.8865,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-03409,0.064,"['approval_rate', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and chosen course of study. No immediate action required.",Low,True
STU-03410,0.0972,"['approval_rate', 'perf_delta', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, declining academic performance, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03411,0.0645,"['approval_rate', 'Curricular units 2nd sem (approved)', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) low 2nd semester approvals, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-03412,0.7075,"['approval_rate', 'Age at enrollment', ""Father's occupation""]","High risk due to low course approval rate, (mitigating) age at enrollment, and (mitigating) father's occupation. Immediate intervention recommended.",High,True
STU-03413,0.899,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to low course approval rate, 2nd semester evaluation attempts, and chosen course of study. Immediate intervention recommended.",High,True
STU-03414,0.0753,"['approval_rate', 'Scholarship holder', 'grade_delta']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) dropping grades between semesters. No immediate action required.",Low,True
STU-03415,0.126,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03416,0.0686,"['approval_rate', 'Course', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03417,0.8931,"['approval_rate', 'Course', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, chosen course of study, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03418,0.071,"['approval_rate', 'Curricular units 2nd sem (grade)', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and economic GDP conditions. No immediate action required.",Low,True
STU-03419,0.0657,"['approval_rate', 'Scholarship holder', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-03420,0.0609,"['approval_rate', 'Admission grade', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03421,0.8724,"['approval_rate', ""Father's occupation"", 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, (mitigating) father's occupation, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03422,0.8867,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-03423,0.065,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-03424,0.845,"['approval_rate', 'Curricular units 2nd sem (approved)', ""Father's occupation""]","High risk due to low course approval rate, low 2nd semester approvals, and father's occupation. Immediate intervention recommended.",High,True
STU-03425,0.9004,"['approval_rate', 'Tuition fees up to date', 'Admission grade']","High risk due to low course approval rate, tuition payment status, and admission grade level. Immediate intervention recommended.",High,True
STU-03426,0.0822,"['Previous qualification (grade)', ""Father's occupation"", 'Tuition fees up to date']","Low risk. Key factors: (mitigating) prior qualification grade, (mitigating) father's occupation, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03427,0.0644,"['approval_rate', 'Unemployment rate', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and father's occupation. No immediate action required.",Low,True
STU-03428,0.6415,"['approval_rate', 'Age at enrollment', 'grade_delta']","Moderate risk influenced by (mitigating) low course approval rate, age at enrollment, and dropping grades between semesters. Review within 30 days advised.",Medium,True
STU-03429,0.8878,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Unemployment rate']","High risk due to low course approval rate, 2nd semester evaluation attempts, and (mitigating) unemployment rate environment. Immediate intervention recommended.",High,True
STU-03430,0.0607,"[""Mother's occupation"", 'approval_rate', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03431,0.064,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-03432,0.0621,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and chosen course of study. No immediate action required.",Low,True
STU-03433,0.6038,"['approval_rate', 'Application order', 'Admission grade']","Moderate risk influenced by (mitigating) low course approval rate, application preference order, and admission grade level. Review within 30 days advised.",Medium,True
STU-03434,0.6143,"['approval_rate', 'Course', 'Admission grade']","Moderate risk influenced by (mitigating) low course approval rate, chosen course of study, and admission grade level. Review within 30 days advised.",Medium,True
STU-03435,0.0629,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03436,0.0681,"['approval_rate', 'Course', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) displacement status. No immediate action required.",Low,True
STU-03437,0.2282,"['Age at enrollment', 'approval_rate', 'Course']","Low risk. Key factors: age at enrollment, low course approval rate, and chosen course of study. No immediate action required.",Low,True
STU-03438,0.0915,"['approval_rate', 'Age at enrollment', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, age at enrollment, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-03439,0.8878,"['approval_rate', 'grade_delta', 'Course']","High risk due to low course approval rate, dropping grades between semesters, and chosen course of study. Immediate intervention recommended.",High,True
STU-03440,0.0655,"['approval_rate', 'Age at enrollment', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) age at enrollment, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03441,0.0999,"['approval_rate', 'Tuition fees up to date', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) tuition payment status, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03442,0.0679,"['approval_rate', 'Previous qualification (grade)', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) prior qualification grade, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03443,0.0689,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03444,0.7395,"['Tuition fees up to date', 'approval_rate', 'Admission grade']","High risk due to tuition payment status, (mitigating) low course approval rate, and admission grade level. Immediate intervention recommended.",High,True
STU-03445,0.0682,"['approval_rate', 'Scholarship holder', ""Father's occupation""]","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-03446,0.654,"['approval_rate', 'Curricular units 1st sem (grade)', ""Mother's occupation""]","Moderate risk influenced by (mitigating) low course approval rate, 1st semester grades, and mother's occupation. Review within 30 days advised.",Medium,True
STU-03447,0.0867,"['approval_rate', 'Curricular units 1st sem (enrolled)', 'Course']","Low risk. Key factors: low course approval rate, (mitigating) 1st semester enrollment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-03448,0.0853,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03449,0.0723,"['approval_rate', 'Admission grade', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03450,0.0633,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-03451,0.2898,"['Age at enrollment', 'approval_rate', 'Tuition fees up to date']","Low risk. Key factors: age at enrollment, low course approval rate, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03452,0.0682,"['approval_rate', 'Admission grade', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03453,0.0666,"['approval_rate', 'Application order', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, application preference order, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03454,0.9005,"['Tuition fees up to date', 'approval_rate', 'GDP']","High risk due to tuition payment status, low course approval rate, and economic GDP conditions. Immediate intervention recommended.",High,True
STU-03455,0.0709,"['approval_rate', 'Admission grade', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, admission grade level, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-03456,0.0646,"['approval_rate', 'perf_delta', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, declining academic performance, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03457,0.0611,"['approval_rate', 'Course', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03458,0.0821,"['approval_rate', ""Father's occupation"", 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, father's occupation, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03459,0.8974,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03460,0.0624,"['approval_rate', 'Unemployment rate', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03461,0.3342,"['approval_rate', 'Marital Status', 'Admission grade']","Low risk. Key factors: low course approval rate, (mitigating) marital status, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-03462,0.8884,"['approval_rate', 'Age at enrollment', 'Tuition fees up to date']","High risk due to low course approval rate, age at enrollment, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-03463,0.1085,"['approval_rate', 'Course', 'Tuition fees up to date']","Low risk. Key factors: low course approval rate, chosen course of study, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03464,0.0627,"['approval_rate', 'Admission grade', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-03465,0.8984,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Age at enrollment']","High risk due to low course approval rate, 2nd semester evaluation attempts, and age at enrollment. Immediate intervention recommended.",High,True
STU-03466,0.4992,"['Tuition fees up to date', 'Age at enrollment', 'approval_rate']","Moderate risk influenced by (mitigating) tuition payment status, (mitigating) age at enrollment, and low course approval rate. Review within 30 days advised.",Medium,True
STU-03467,0.0879,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-03468,0.1705,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and age at enrollment. No immediate action required.",Low,True
STU-03469,0.0683,"['approval_rate', 'total_no_eval', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, skipping evaluations, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03470,0.074,"['approval_rate', 'Scholarship holder', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and application preference order. No immediate action required.",Low,True
STU-03471,0.6009,"['Tuition fees up to date', 'approval_rate', ""Mother's occupation""]","Moderate risk influenced by tuition payment status, (mitigating) low course approval rate, and mother's occupation. Review within 30 days advised.",Medium,True
STU-03472,0.8972,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03473,0.777,"[""Mother's occupation"", 'approval_rate', 'Curricular units 1st sem (credited)']","High risk due to mother's occupation, (mitigating) low course approval rate, and 1st semester credits. Immediate intervention recommended.",High,True
STU-03474,0.865,"['approval_rate', 'Application order', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, application preference order, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03475,0.0614,"[""Mother's occupation"", 'approval_rate', 'Course']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-03476,0.0632,"['approval_rate', 'Debtor', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, outstanding debt, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-03477,0.8367,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, chosen course of study, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-03478,0.2368,"['approval_rate', 'Curricular units 2nd sem (evaluations)', 'Tuition fees up to date']","Low risk. Key factors: low course approval rate, (mitigating) 2nd semester evaluation attempts, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03479,0.0716,"['approval_rate', 'Displaced', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and admission grade level. No immediate action required.",Low,True
STU-03480,0.061,"['approval_rate', 'Scholarship holder', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) tuition payment status. No immediate action required.",Low,True
